customer_id,age,income,tenure_months,monthly_charges,contract_type,payment_method,total_calls,data_usage_gb,num_products,complaint_registered,churn
CUST004030,23,$53699,7,46.29,Two-Year,Credit Card,6,57.19,1,Yes,1
CUST004031,63,64440,66,59.07,Month-to-Month,Credit Card,5,43.25,1,No,0
CUST004032,50,88K,25,57.21,Two-Year,Mailed Check,2,34.22,3,No,1
CUST004033,18,80K,28,27.93,Month-to-Month,Credit Card,0,10.18,4,No,1
CUST004034,50,,21,47.58,Two-Year,Bank Transfer,3,15.55,3,No,0
CUST004035,18,46,601,50,44.06,One-Year,Credit Card,3,27.74,4,No,0
CUST004036,15,42574,36,20,Month-to-Month,Bank Transfer,5,2.43,1,No,0
CUST004037,55,92291,43,,Two-Year,Credit Card,49,38.93,2,No,0
CUST004038,43,,17,,Two-Year,Mailed Check,4,31.16,3,Yes,0
CUST004039,,,71,101.7,One-Year,Credit Card,4,0.6,1,Yes,1
CUST004040,,20,000,50,59.1,Two-Year,Credit Card,1,38.28,4,No,0
CUST004041,38,98K,43,87.69,Month-to-Month,Credit Card,5,7.53,5,No,1
CUST004042,,36,569,6,111.65,Two-Year,Credit Card,1,28.92,5,No,0
CUST004043,,,50,68.46,One-Year,Bank Transfer,50,9.23,4,Yes,1
CUST004044,43,42,455,65,30.03,Month-to-Month,Bank Transfer,25,19.41,4,No,0
CUST004045,,53,651,32,76.85,One-Year,Bank Transfer,5,27.38,1,No,0
CUST004046,46,30,721,51,,One-Year,Bank Transfer,2,14.61,3,Yes,0
CUST004047,48,64622,3,98.12,Month-to-Month,Credit Card,1,75.52,3,No,1
CUST004048,32,26,936,63,82.38,Month-to-Month,Credit Card,4,1.54,2,No,0
CUST004049,50,79K,65,50.89,Two-Year,Electronic Check,2,46,2,No,0
CUST004050,,63K,63,54.69,Month-to-Month,Electronic Check,32,6.38,3,No,0
CUST004051,105,62,908,51,57.7,Month-to-Month,Bank Transfer,3,18.22,1,Yes,0
CUST004052,44,59K,58,67.28,One-Year,Credit Card,7,5.63,3,No,0
CUST004053,49,,59,,Month-to-Month,Electronic Check,4,40.89,1,No,0
CUST004054,23,23,273,53,64.43,Month-to-Month,Credit Card,4,16.99,3,Yes,1
CUST004055,39,353,648,54,52.26,Month-to-Month,Credit Card,2,25.97,5,No,0
CUST004056,34,283K,10,114.94,Two-Year,Credit Card,8,7.1,4,Yes,1
CUST004057,102,73,105,54,43.64,Month-to-Month,Credit Card,5,35.71,2,Yes,0
CUST004058,40,36K,68,46.16,Month-to-Month,Bank Transfer,3,11.41,1,Yes,0
CUST004059,39,,41,52.88,Two-Year,Credit Card,2,36.43,4,No,0
CUST004060,18,24285,32,41.65,Month-to-Month,Credit Card,5,28.32,5,Yes,1
CUST004061,20,85,248,17,42.92,Month-to-Month,Credit Card,0,5.43,5,No,1
CUST004062,32,50726,60,52.73,Month-to-Month,Credit Card,0,13.39,5,No,0
CUST004063,55,49K,37,34.74,Month-to-Month,Bank Transfer,6,48.96,5,No,1
CUST004064,31,42K,12,75.79,Two-Year,Credit Card,37,4.79,2,No,0
CUST004065,31,29821,41,63.88,One-Year,Credit Card,4,16.86,5,Yes,0
CUST004066,29,63K,12,60.98,Two-Year,Electronic Check,3,29.23,5,No,0
CUST004067,45,49K,4,81.73,One-Year,Electronic Check,0,36.57,3,No,0
CUST004068,30,25,861,2,85.14,Two-Year,Bank Transfer,4,21.62,4,Yes,1
CUST004069,39,56,737,63,53.07,One-Year,Mailed Check,1,11.6,1,No,0
CUST004070,23,84503,56,85.84,Month-to-Month,Bank Transfer,3,41.8,3,No,0
CUST004071,50,49602,28,101.92,One-Year,Credit Card,2,20.4,3,Yes,0
CUST004072,49,66,803,23,81.83,One-Year,Bank Transfer,2,49.23,3,No,0
CUST004073,25,22499,46,99.78,Two-Year,Electronic Check,7,11.97,5,Yes,0
CUST004074,42,37472,59,54.55,Month-to-Month,Bank Transfer,0,52.25,1,No,0
CUST004075,49,$43565,31,97.01,Two-Year,Credit Card,7,9.55,2,No,1
CUST004076,49,54,520,-10,47.51,Two-Year,Credit Card,25,19.56,3,Yes,0
CUST004077,49,$45702,31,91.98,One-Year,Bank Transfer,1,18.54,1,No,0
CUST004078,18,51,041,63,74.12,Two-Year,Bank Transfer,7,3.27,3,No,0
CUST004079,33,99K,29,75.44,Month-to-Month,Credit Card,0,33.33,5,No,0
CUST004080,,,47,,Two-Year,Bank Transfer,1,22.43,3,No,0
CUST004081,40,76K,27,79.44,One-Year,Electronic Check,5,7.59,3,No,0
CUST004082,18,73778,6,,One-Year,Credit Card,3,40.53,1,No,1
CUST004083,,$58857,7,62.39,Two-Year,Bank Transfer,4,56.14,1,No,1
CUST004084,44,41K,20,,One-Year,Credit Card,2,45.51,1,No,0
CUST004085,50,79217,48,58.16,One-Year,Credit Card,0,7.87,4,No,0
CUST004086,42,20K,47,,Month-to-Month,Bank Transfer,3,25.72,1,No,1
CUST004087,59,103,238,44,33.99,Two-Year,Electronic Check,33,33.88,5,No,0
CUST004088,76,,72,55.73,Month-to-Month,Bank Transfer,3,19.92,3,No,1
CUST004089,26,$36285,39,59.85,One-Year,Credit Card,2,28.91,1,No,1
CUST004090,64,$61442,65,79.09,One-Year,Credit Card,6,18.48,3,Yes,1
CUST004091,,20894,22,86.13,One-Year,Bank Transfer,4,8.61,1,No,0
CUST004092,,66218,25,38.92,Two-Year,Bank Transfer,1,19.6,5,No,1
CUST004093,,393,771,54,,Two-Year,Credit Card,5,10.49,4,Yes,0
CUST004094,,82,423,11,61.48,One-Year,Bank Transfer,48,2.08,4,No,1
CUST004095,28,64K,53,70.64,Two-Year,Bank Transfer,2,18.77,4,Yes,1
CUST004096,15,51K,37,62.9,Month-to-Month,Bank Transfer,2,45.34,1,No,0
CUST004097,45,49,734,-2,,Two-Year,Electronic Check,1,7.81,2,Yes,0
CUST004098,44,70,668,70,71.37,Two-Year,Bank Transfer,3,11.46,4,No,0
CUST004099,40,82703,40,26.39,Month-to-Month,Credit Card,2,24.88,5,Yes,0
CUST004100,102,77K,55,58.04,Month-to-Month,Credit Card,44,31.22,4,No,1
CUST004101,30,$78408,7,75.04,One-Year,Credit Card,3,32.55,2,No,0
CUST004102,47,63723,43,,One-Year,Electronic Check,3,21.36,3,Yes,0
CUST004103,32,,22,63.98,Month-to-Month,Electronic Check,6,4.3,3,No,0
CUST004104,41,$20000,41,73.48,Month-to-Month,Credit Card,5,11.21,1,Yes,1
CUST004105,45,,39,66.36,Two-Year,Bank Transfer,3,10.29,3,Yes,0
CUST004106,,$38980,37,37.44,One-Year,Electronic Check,2,10.62,1,No,0
CUST004107,55,$397314,34,88.83,One-Year,Electronic Check,6,13.51,1,Yes,0
CUST004108,,51K,26,52.94,One-Year,Credit Card,4,14.62,2,Yes,0
CUST004109,35,$35806,47,79.02,Two-Year,Bank Transfer,7,22.6,1,Yes,0
CUST004110,19,,44,32.17,Two-Year,Credit Card,4,33.3,2,No,0
CUST004111,47,23K,31,61.78,Month-to-Month,Bank Transfer,3,71.35,5,No,1
CUST004112,48,,9,37.92,Month-to-Month,Electronic Check,2,6.05,4,No,0
CUST004113,42,84K,72,22.26,One-Year,Bank Transfer,4,61.49,5,No,1
CUST004114,49,40K,57,80.11,Month-to-Month,Electronic Check,4,26.32,4,Yes,0
CUST004115,32,73767,46,20,One-Year,Bank Transfer,1,9.01,3,No,0
CUST004116,39,369571,15,75.76,One-Year,Mailed Check,5,1.38,1,No,0
CUST004117,102,$55767,56,49.15,Month-to-Month,Credit Card,4,9.02,2,No,0
CUST004118,48,$54920,15,80.01,Month-to-Month,Credit Card,6,28.82,4,No,0
CUST004119,55,61109,42,58.02,Month-to-Month,Credit Card,2,3.96,4,No,0
CUST004120,57,55K,49,72.18,Two-Year,Bank Transfer,9,35.77,2,No,0
CUST004121,47,$38863,67,,Two-Year,Bank Transfer,5,30.9,1,Yes,0
CUST004122,18,$56402,56,74.56,Two-Year,Bank Transfer,5,9.71,3,No,1
CUST004123,32,81178,27,59.6,One-Year,Credit Card,3,43.11,1,No,0
CUST004124,50,$59318,59,79.37,One-Year,Bank Transfer,6,17.43,5,No,1
CUST004125,45,65K,40,27.67,Month-to-Month,Electronic Check,1,31.77,3,Yes,1
CUST004126,48,55,024,8,50.07,Month-to-Month,Bank Transfer,0,0.78,4,No,1
CUST004127,19,24910,30,74.97,One-Year,Bank Transfer,4,37.91,3,No,0
CUST004128,48,$68503,51,49.23,Month-to-Month,Credit Card,1,41.21,5,No,0
CUST004129,45,20000,31,72.09,Two-Year,Credit Card,5,19.48,5,No,0
CUST004130,36,74536,3,75.45,Two-Year,Electronic Check,1,36.71,5,No,1
CUST004131,64,76581,49,39.19,Two-Year,Bank Transfer,7,24.79,3,Yes,0
CUST004132,38,30K,66,83.59,One-Year,Electronic Check,5,32.7,5,No,0
CUST004133,32,61,259,37,102.53,Two-Year,Bank Transfer,5,13.77,4,No,1
CUST004134,64,74186,17,86.11,One-Year,Credit Card,3,37.57,3,Yes,1
CUST004135,,376K,29,85.31,Month-to-Month,Bank Transfer,2,13.89,1,No,0
CUST004136,,43,954,2,87.86,Month-to-Month,Bank Transfer,4,30.84,1,No,0
CUST004137,50,104823,51,76.42,Two-Year,Credit Card,3,8.71,5,No,0
CUST004138,32,$27867,2,82.6,Two-Year,Credit Card,3,31.03,4,Yes,1
CUST004139,28,$99281,49,,One-Year,Bank Transfer,2,31.49,2,No,0
CUST004140,36,381161,53,83.85,One-Year,Bank Transfer,1,63.61,1,No,1
CUST004141,40,,58,83.72,One-Year,Credit Card,4,40.21,1,Yes,0
CUST004142,34,70081,58,83.78,One-Year,Electronic Check,6,1.39,2,No,0
CUST004143,34,20,000,42,105.22,Two-Year,Credit Card,3,41.79,1,Yes,1
CUST004144,18,,14,66.13,Two-Year,Bank Transfer,0,12.15,3,No,0
CUST004145,64,38K,54,25.22,Two-Year,Electronic Check,3,16.83,5,No,0
CUST004146,,$77492,37,46.96,One-Year,Electronic Check,3,17.25,5,No,0
CUST004147,,77367,7,,Month-to-Month,Credit Card,4,36.85,2,No,0
CUST004148,,57,913,66,116.92,Month-to-Month,Bank Transfer,6,26.64,5,No,1
CUST004149,33,$92791,47,59.88,One-Year,Credit Card,6,24.25,3,Yes,0
CUST004150,66,59523,43,46.39,One-Year,Bank Transfer,1,17.76,2,No,1
CUST004151,32,$29359,47,100.96,One-Year,Electronic Check,7,3.85,1,No,0
CUST004152,44,43K,6,87.84,Month-to-Month,Credit Card,4,65.03,4,Yes,0
CUST004153,44,52K,71,32.83,One-Year,Bank Transfer,1,60.85,5,No,0
CUST004154,,$67230,40,61.18,Two-Year,Credit Card,3,34.8,2,Yes,0
CUST004155,40,$59688,58,45.87,Month-to-Month,Electronic Check,1,63.17,3,No,0
CUST004156,62,48,059,61,,Month-to-Month,Credit Card,5,40.65,1,Yes,1
CUST004157,,68K,66,50.75,Month-to-Month,Credit Card,2,29.54,1,No,0
CUST004158,42,67K,72,46.95,Two-Year,Bank Transfer,3,20.33,3,No,1
CUST004159,23,$84574,31,20,Month-to-Month,Credit Card,4,49.98,4,No,0
CUST004160,55,$22533,18,20,Two-Year,Credit Card,5,7.78,1,No,0
CUST004161,27,$39549,51,50.78,Two-Year,Electronic Check,3,68.5,5,No,0
CUST004162,,62K,7,41.89,One-Year,Credit Card,1,52.08,3,No,0
CUST004163,32,37,788,47,67.67,Month-to-Month,Bank Transfer,4,30.32,3,Yes,1
CUST004164,66,,53,49.4,Month-to-Month,Electronic Check,4,67.93,3,No,0
CUST004165,47,$83811,35,115.07,Two-Year,Credit Card,3,24.49,3,No,0
CUST004166,22,59,384,72,50.16,Month-to-Month,Bank Transfer,5,35.96,3,No,0
CUST004167,50,$73976,40,40.38,Two-Year,Bank Transfer,0,10.94,5,Yes,0
CUST004168,56,84,455,10,72.97,Month-to-Month,Credit Card,2,38.44,1,No,1
CUST004169,41,$55694,56,82.76,Month-to-Month,Credit Card,4,63.21,2,No,0
CUST004170,44,,54,46.85,One-Year,Credit Card,2,28.96,3,No,0
CUST004171,,54K,22,20,Two-Year,Credit Card,2,62.68,5,No,0
CUST004172,24,60,394,46,,Month-to-Month,Electronic Check,3,18.74,3,No,0
CUST004173,,64072,7,71.45,One-Year,Credit Card,3,2.3,2,Yes,0
CUST004174,20,$60062,7,66.83,One-Year,Electronic Check,2,10.61,4,Yes,0
CUST004175,31,48K,52,120.27,Month-to-Month,Electronic Check,4,57.17,2,No,1
CUST004176,47,$20000,44,69.77,One-Year,Electronic Check,3,5.79,5,No,0
CUST004177,12,,35,74.67,Month-to-Month,Credit Card,3,7.13,3,Yes,0
CUST004178,44,,1,,Two-Year,Credit Card,4,45.73,3,No,1
CUST004179,34,$478580,40,40.84,Month-to-Month,Credit Card,5,6.11,2,Yes,1
CUST004180,53,$34066,10,72.55,Two-Year,Bank Transfer,5,3.98,4,Yes,0
CUST004181,61,$48651,49,31.16,Month-to-Month,Credit Card,4,12.02,5,Yes,1
CUST004182,51,51K,57,,Two-Year,Credit Card,3,52.8,5,Yes,0
CUST004183,19,42,413,36,62.55,Two-Year,Credit Card,2,8.13,4,Yes,1
CUST004184,45,$61706,41,47.33,One-Year,Bank Transfer,4,15.91,2,No,0
CUST004185,27,87,123,42,119.37,One-Year,Credit Card,5,47.1,5,No,1
CUST004186,76,67K,15,20,Month-to-Month,Bank Transfer,4,49,5,No,1
CUST004187,33,43,367,-9,29.45,Month-to-Month,Bank Transfer,2,48.24,1,No,0
CUST004188,71,60076,5,106.05,Month-to-Month,Bank Transfer,4,15.82,2,No,0
CUST004189,37,56K,8,89.75,Month-to-Month,Bank Transfer,2,27.05,3,No,0
CUST004190,77,$68400,20,61.38,Month-to-Month,Bank Transfer,0,41.42,3,No,0
CUST004191,69,77,576,59,104.69,Two-Year,Bank Transfer,5,6.41,2,No,0
CUST004192,,20000,20,20,Month-to-Month,Bank Transfer,2,8.22,5,No,0
CUST004193,30,109,684,52,46.9,One-Year,Bank Transfer,1,2.47,1,No,0
CUST004194,39,55K,59,49.01,Month-to-Month,Bank Transfer,1,1.28,5,No,1
CUST004195,41,57,951,61,84.45,One-Year,Credit Card,3,6,1,No,1
CUST004196,29,,66,71.59,One-Year,Bank Transfer,20,17.1,5,Yes,1
CUST004197,,46K,4,56.47,One-Year,Electronic Check,4,11.17,5,No,0
CUST004198,19,$20000,19,51.66,Month-to-Month,Credit Card,30,26.47,5,No,0
CUST004199,40,20K,15,46.03,One-Year,Bank Transfer,7,42.49,3,No,0
CUST004200,56,20,000,61,62.94,Two-Year,Bank Transfer,3,30.12,4,No,0
CUST004201,36,$85119,19,21.09,Two-Year,Bank Transfer,18,12.45,1,Yes,1
CUST004202,,47807,33,,Two-Year,Credit Card,1,57.74,2,No,0
CUST004203,49,20,000,51,87.03,Month-to-Month,Credit Card,5,4.54,5,No,1
CUST004204,44,388K,2,81.72,One-Year,Electronic Check,2,69.4,1,Yes,1
CUST004205,57,85,609,46,80.5,Month-to-Month,Credit Card,3,34.37,3,No,0
CUST004206,32,59,050,42,43.89,Month-to-Month,Bank Transfer,2,21.81,3,Yes,1
CUST004207,48,$46528,41,38.82,Two-Year,Credit Card,5,11.38,1,Yes,0
CUST004208,18,60K,12,20,One-Year,Electronic Check,7,8.51,2,No,0
CUST004209,43,,70,58.58,Month-to-Month,Electronic Check,1,58.39,3,No,0
CUST004210,48,20814,30,107.73,Two-Year,Electronic Check,5,47.03,3,No,1
CUST004211,56,$49383,38,67.95,Two-Year,Mailed Check,6,14.78,5,Yes,0
CUST004212,,$72806,71,64.04,Two-Year,Credit Card,1,17.05,5,Yes,1
CUST004213,65,75K,56,,Two-Year,Bank Transfer,0,39.24,1,No,1
CUST004214,22,20K,11,28.41,Two-Year,Credit Card,2,7.55,3,Yes,0
CUST004215,47,64608,27,59.65,Two-Year,Bank Transfer,1,15.13,5,Yes,1
CUST004216,51,$83677,58,54.03,Two-Year,Credit Card,3,18.92,1,Yes,0
CUST004217,61,60K,23,82.35,Two-Year,Credit Card,6,2.57,3,Yes,0
CUST004218,53,63K,41,69.54,Month-to-Month,Credit Card,6,4.69,2,Yes,0
CUST004219,,34678,42,83.94,Two-Year,Credit Card,0,36.6,2,No,0
CUST004220,,$20000,34,65.37,Month-to-Month,Credit Card,7,34.25,4,No,1
CUST004221,,60894,8,20,One-Year,Electronic Check,34,23.31,3,Yes,1
CUST004222,18,61,015,11,63.11,Two-Year,Bank Transfer,2,29.68,1,No,0
CUST004223,26,90,318,35,56.83,Two-Year,Electronic Check,5,9.83,2,No,0
CUST004224,37,41K,22,67.7,Month-to-Month,Mailed Check,43,3.15,5,No,0
CUST004225,43,115352,72,53.43,Month-to-Month,Credit Card,1,17.74,3,Yes,1
CUST004226,61,48,906,20,52.78,Two-Year,Credit Card,6,57.65,1,No,0
CUST004227,29,91,435,18,57.76,Month-to-Month,Bank Transfer,5,33.61,3,No,1
CUST004228,66,45K,18,82,Month-to-Month,Bank Transfer,3,13.82,2,Yes,1
CUST004229,,48032,21,94.1,Month-to-Month,Credit Card,5,46.59,3,No,0
CUST004230,24,$49369,50,69.25,Two-Year,Bank Transfer,1,28.5,4,No,0
CUST004231,40,65252,67,30.64,Month-to-Month,Bank Transfer,3,25.77,2,No,1
CUST004232,53,34630,31,70.57,One-Year,Bank Transfer,1,35.8,4,Yes,0
CUST004233,31,$38554,36,89.5,Two-Year,Credit Card,3,9.36,3,No,0
CUST004234,45,65K,22,52.03,Two-Year,Bank Transfer,1,3.21,5,Yes,0
CUST004235,32,33K,31,87.79,Month-to-Month,Electronic Check,4,12.82,3,No,0
CUST004236,61,20,000,50,66.35,Month-to-Month,Credit Card,50,33.44,3,No,1
CUST004237,15,22012,41,99.95,One-Year,Credit Card,1,44.34,1,Yes,1
CUST004238,46,$93613,25,32.84,Two-Year,Credit Card,2,33.5,5,No,0
CUST004239,54,105,409,56,74.08,Two-Year,Electronic Check,3,37.9,1,No,0
CUST004240,49,85180,55,67.48,One-Year,Credit Card,37,26.87,5,Yes,0
CUST004241,44,32,128,6,129.8,Two-Year,Credit Card,3,53.41,4,Yes,1
CUST004242,43,28,940,62,111.89,Two-Year,Credit Card,1,47.85,1,Yes,1
CUST004243,56,55K,3,,Two-Year,Bank Transfer,3,18.18,2,No,0
CUST004244,,20K,58,,One-Year,Bank Transfer,2,9.34,2,No,0
CUST004245,42,94636,65,63.81,One-Year,Credit Card,31,31.84,4,No,1
CUST004246,18,48982,42,80.56,Two-Year,Credit Card,2,44.22,1,No,0
CUST004247,60,40607,40,87.64,Month-to-Month,Credit Card,2,24.13,1,No,0
CUST004248,52,89236,26,52.3,One-Year,Credit Card,6,15.11,3,No,0
CUST004249,95,55863,43,48.07,One-Year,Electronic Check,4,40.48,3,Yes,1
CUST004250,43,42048,20,53.7,Month-to-Month,Credit Card,2,31.99,5,Yes,1
CUST004251,61,21671,49,93.24,Two-Year,Bank Transfer,3,27.88,1,Yes,0
CUST004252,33,24948,2,118.82,Two-Year,Mailed Check,45,59.84,1,No,1
CUST004253,31,22K,29,99.53,Two-Year,Credit Card,6,18.3,2,No,0
CUST004254,,72,146,57,64.95,One-Year,Electronic Check,7,18.03,5,Yes,0
CUST004255,20,39K,36,67.93,Two-Year,Bank Transfer,4,28.46,1,No,1
CUST004256,,,61,39.86,One-Year,Credit Card,1,48.43,1,No,0
CUST004257,64,72K,72,61.53,Month-to-Month,Credit Card,2,7.02,1,No,0
CUST004258,21,27,374,14,,Month-to-Month,Credit Card,2,14.4,3,No,0
CUST004259,,51262,44,121.17,Two-Year,Credit Card,3,35.47,1,No,0
CUST004260,,75,847,6,65.55,Two-Year,Credit Card,3,13.53,2,No,0
CUST004261,37,68K,39,98.51,One-Year,Credit Card,1,1.46,3,Yes,0
CUST004262,23,$56507,19,56.3,One-Year,Credit Card,6,15.93,1,Yes,1
CUST004263,15,63,261,48,27.54,Month-to-Month,Bank Transfer,3,29.04,5,Yes,1
CUST004264,54,$20000,3,,One-Year,Credit Card,33,28.19,4,No,1
CUST004265,32,58,648,37,63.24,Two-Year,Electronic Check,3,55.9,3,No,0
CUST004266,42,38709,30,76.35,One-Year,Credit Card,1,46.18,5,No,0
CUST004267,62,47108,27,,One-Year,Credit Card,5,14.06,3,No,0
CUST004268,61,,71,79.95,Month-to-Month,Bank Transfer,3,37.45,3,Yes,0
CUST004269,57,$52413,71,62.33,Two-Year,Credit Card,5,72,5,No,0
CUST004270,57,72712,66,68.89,Two-Year,Credit Card,3,7.56,2,No,0
CUST004271,,43,997,44,,One-Year,Credit Card,2,83.09,4,Yes,1
CUST004272,33,$65286,30,61.82,One-Year,Credit Card,1,13.2,3,Yes,1
CUST004273,30,$45583,5,56.04,Two-Year,Credit Card,4,5.35,4,No,0
CUST004274,,58,428,35,53.75,One-Year,Electronic Check,6,10.82,4,Yes,0
CUST004275,61,87K,18,96.74,Month-to-Month,Bank Transfer,4,39.97,3,Yes,0
CUST004276,18,55,127,38,99.74,Two-Year,Bank Transfer,19,5.11,5,No,0
CUST004277,28,58,479,60,37.2,One-Year,Credit Card,5,1.82,1,No,0
CUST004278,27,$68849,19,59.36,One-Year,Electronic Check,1,47.65,4,Yes,1
CUST004279,98,41,322,72,106.47,Month-to-Month,Credit Card,0,22.56,3,Yes,1
CUST004280,55,76309,-2,53.27,Two-Year,Credit Card,29,30.31,2,No,0
CUST004281,41,$36518,11,93.22,Month-to-Month,Credit Card,2,21.44,5,No,0
CUST004282,35,$37644,26,75.95,Two-Year,Credit Card,1,28.88,1,Yes,1
CUST004283,18,$50564,15,28.99,One-Year,Bank Transfer,1,5.4,5,No,0
CUST004284,48,,43,43.04,One-Year,Mailed Check,1,21.66,1,No,0
CUST004285,24,$47216,3,65.25,Two-Year,Bank Transfer,1,14.09,2,No,1
CUST004286,31,454413,49,20,Month-to-Month,Electronic Check,3,50.41,4,No,0
CUST004287,23,$36662,70,78.7,One-Year,Credit Card,4,63.29,5,Yes,1
CUST004288,28,,61,112.71,Two-Year,Credit Card,5,41.34,1,No,0
CUST004289,37,82,110,24,81.58,Two-Year,Bank Transfer,4,40.84,1,No,0
CUST004290,55,32K,16,73.71,Two-Year,Bank Transfer,5,40.8,3,Yes,1
CUST004291,59,20K,14,28.41,One-Year,Bank Transfer,2,23.74,3,No,0
CUST004292,34,50,000,-6,85.03,Two-Year,Credit Card,1,10.22,1,Yes,0
CUST004293,39,$38864,37,80.88,Two-Year,Electronic Check,4,5.2,3,No,1
CUST004294,57,20000,8,44.4,Two-Year,Credit Card,2,27.39,2,No,0
CUST004295,38,61,095,23,39.91,One-Year,Electronic Check,4,9.65,3,No,1
CUST004296,,20K,35,111.13,Two-Year,Credit Card,3,0.06,4,Yes,1
CUST004297,57,$39543,33,,Two-Year,Bank Transfer,4,13.12,3,No,0
CUST004298,36,62K,45,45.76,One-Year,Bank Transfer,4,7.7,4,No,0
CUST004299,68,63K,24,,Month-to-Month,Credit Card,1,53.25,3,No,0
CUST004300,47,31196,58,38.63,One-Year,Credit Card,5,51.53,4,No,0
CUST004301,51,20,000,19,,Month-to-Month,Bank Transfer,6,15.3,3,No,1
CUST004302,46,273015,63,,Month-to-Month,Credit Card,7,12.34,2,Yes,0
CUST004303,,88K,56,70.24,Month-to-Month,Bank Transfer,1,53.89,3,No,0
CUST004304,,20,000,60,32.89,One-Year,Bank Transfer,4,14.42,3,No,1
CUST004305,,88K,55,,Month-to-Month,Bank Transfer,2,24.93,3,Yes,1
CUST004306,19,20,000,68,20,One-Year,Credit Card,1,41.85,5,No,0
CUST004307,67,,26,55.48,Two-Year,Electronic Check,4,15.96,4,No,0
CUST004308,44,20000,38,80.58,Month-to-Month,Electronic Check,0,4.53,5,No,0
CUST004309,30,46685,62,,Two-Year,Bank Transfer,5,33.22,2,No,0
CUST004310,57,323K,37,86.45,One-Year,Bank Transfer,4,43.19,4,No,1
CUST004311,19,78,913,70,62.91,Month-to-Month,Electronic Check,1,41.83,5,Yes,1
CUST004312,39,20000,15,57.12,Two-Year,Bank Transfer,3,66.06,5,Yes,0
CUST004313,18,30102,13,86.91,One-Year,Mailed Check,1,66.58,5,No,0
CUST004314,42,23K,71,87.56,Two-Year,Electronic Check,4,39.45,2,No,0
CUST004315,18,63132,4,32.07,Two-Year,Credit Card,3,4.62,1,No,0
CUST004316,25,51934,46,60.47,Two-Year,Bank Transfer,2,32.55,5,No,1
CUST004317,43,22,969,6,77.93,Month-to-Month,Credit Card,2,32.81,1,Yes,1
CUST004318,24,75038,50,51.56,One-Year,Electronic Check,3,5.47,2,No,0
CUST004319,43,23,767,66,49.58,One-Year,Bank Transfer,1,53.75,3,No,0
CUST004320,,31K,71,101.43,Month-to-Month,Bank Transfer,3,40.08,2,No,0
CUST004321,27,$92978,2,89.36,Month-to-Month,Bank Transfer,4,5.68,2,No,0
CUST004322,61,$39905,68,47.23,Month-to-Month,Bank Transfer,2,14.85,5,No,1
CUST004323,18,92K,41,49.84,One-Year,Bank Transfer,4,35.43,2,Yes,1
CUST004324,51,87321,1,36.87,Month-to-Month,Bank Transfer,5,40.21,3,Yes,1
CUST004325,,49,478,9,48.61,One-Year,Credit Card,2,19.75,5,Yes,0
CUST004326,47,$72059,22,61.26,Month-to-Month,Credit Card,3,62.19,5,Yes,1
CUST004327,34,43,126,64,81.84,Two-Year,Electronic Check,5,22.67,5,Yes,0
CUST004328,49,22,990,65,103.41,One-Year,Mailed Check,1,12.84,2,No,0
CUST004329,,20K,69,52.53,Two-Year,Credit Card,4,42.77,2,No,0
CUST004330,29,,44,71.29,Month-to-Month,Credit Card,6,18.32,3,Yes,1
CUST004331,,20000,53,21.15,Two-Year,Credit Card,0,32.14,2,No,0
CUST004332,52,49K,34,90.95,Month-to-Month,Electronic Check,42,9.5,5,No,1
CUST004333,18,$20000,46,99.18,Two-Year,Bank Transfer,3,22.52,1,No,0
CUST004334,12,$20000,23,,Month-to-Month,Credit Card,4,15.34,5,No,1
CUST004335,18,,33,72.3,Month-to-Month,Electronic Check,2,66.34,3,Yes,1
CUST004336,54,63K,8,71.06,Two-Year,Bank Transfer,3,0.36,3,No,1
CUST004337,61,46385,38,59.08,One-Year,Bank Transfer,2,45.51,5,No,0
CUST004338,28,$109361,6,,Month-to-Month,Electronic Check,39,9.96,3,No,0
CUST004339,,,18,43.91,Two-Year,Mailed Check,4,3.77,5,Yes,1
CUST004340,37,53K,23,51.15,Two-Year,Credit Card,2,26.48,4,Yes,0
CUST004341,,,19,44.17,One-Year,Credit Card,4,1.56,4,No,0
CUST004342,26,65827,36,,Two-Year,Credit Card,4,33.09,4,No,0
CUST004343,72,53,297,39,64.68,Two-Year,Bank Transfer,0,9.79,2,No,0
CUST004344,57,20,000,43,46.84,One-Year,Bank Transfer,5,27.02,1,Yes,0
CUST004345,27,,21,27.66,One-Year,Bank Transfer,5,15.72,5,No,1
CUST004346,50,35,224,35,82.7,Month-to-Month,Credit Card,4,49.03,5,No,1
CUST004347,36,73097,48,73.29,Month-to-Month,Bank Transfer,16,11.69,4,No,1
CUST004348,49,$38961,70,55.71,Two-Year,Credit Card,1,28.7,3,Yes,1
CUST004349,48,,66,74.59,Month-to-Month,Bank Transfer,3,34.29,5,No,0
CUST004350,63,45K,13,97.56,One-Year,Bank Transfer,26,11.34,2,Yes,1
CUST004351,47,$34371,65,,Two-Year,Bank Transfer,3,52.94,1,No,0
CUST004352,,106122,39,52.12,One-Year,Electronic Check,2,21.94,1,No,0
CUST004353,44,408611,72,,Month-to-Month,Bank Transfer,2,12.54,1,No,0
CUST004354,,77K,43,41.39,Month-to-Month,Bank Transfer,24,70.48,3,Yes,1
CUST004355,55,46K,50,65.54,Two-Year,Credit Card,2,31.76,2,No,0
CUST004356,47,63456,10,45.64,Two-Year,Credit Card,2,20.2,2,No,0
